Feature,Instance,X,Y,Checkin
D,3062,2455.25,437.69,889
D,3063,2432.96,3117.23,1690
D,3064,2155.62,3788.25,167
D,3065,350.53,165.06,91
D,3066,2163.27,1225.31,2691
D,3067,2133.21,3178.29,3022
D,3068,1612.4,2334.12,51
D,3069,2910.82,2751.79,1552
D,3070,795.92,3182.82,1079
D,3071,698.89,2500.32,1258
D,3072,89.67,1154.77,491
D,3073,2771.64,4185.07,248
D,3074,1286.27,1644.45,987
D,3075,4520.03,4339.33,671
D,3076,1511.74,4497.83,1597
D,3077,361.58,2895.06,1185
D,3078,3030.0,3951.64,734
D,3079,2460.73,4370.64,2245
D,3080,1229.7,1907.43,2818
D,3081,4304.25,1512.84,269
D,3082,685.4,3195.17,111
D,3083,1921.0,2467.84,266
D,3084,1715.06,4437.64,724
D,3085,2735.76,864.38,689
D,3086,3665.56,2055.89,162
D,3087,3199.44,1964.02,185
D,3088,3255.34,1822.46,366
D,3089,1049.78,1300.48,2260
D,3090,2666.05,3247.88,628
D,3091,1830.95,511.17,1187
D,3092,4268.22,1011.2,415
D,3093,3653.32,2665.44,2501
D,3094,863.72,4238.15,1235
D,3095,148.29,2660.76,989
D,3096,4873.38,3540.18,142
D,3097,1522.1,3888.49,942
D,3098,3878.56,4186.04,169
D,3099,1814.91,1894.51,1052
D,3100,4233.77,303.8,2350
D,3101,2470.02,1848.64,121
D,3102,3908.69,3655.65,1786
D,3103,673.77,4455.86,99
D,3104,1298.39,3397.57,103
D,3105,4639.72,1207.54,899
D,3106,2901.86,1160.25,2181
D,3107,1704.59,2981.81,878
D,3108,76.48,3793.09,874
D,3109,2244.62,4674.2,1951
D,3110,4541.85,4255.56,747
D,3111,1604.12,2476.9,2630
D,3112,4289.35,74.99,757
D,3113,991.0,125.38,93
D,3114,533.79,4310.95,452
D,3115,3085.45,4069.3,195
D,3116,7.55,4155.27,1854
D,3117,2066.71,2362.25,601
D,3118,777.87,4982.32,1165
D,3119,1602.48,612.57,159
D,3120,337.44,4197.46,916
D,3121,1367.05,2466.16,1361
D,3122,4598.43,3940.74,372
D,3123,4758.9,3713.13,634
D,3124,1835.59,3540.28,4338
D,3125,3812.02,85.48,1670
D,3126,1941.42,2140.71,341
D,3127,2352.66,4978.21,1371
D,3128,3699.68,4993.11,1131
D,3129,2559.29,3833.7,2027
D,3130,2664.66,548.38,1889
D,3131,3922.07,1987.44,100
D,3132,312.11,570.42,35
D,3133,1199.99,3746.59,69
D,3134,4093.54,4342.34,1030
D,3135,2203.95,94.16,1851
D,3136,2190.61,1632.05,265
D,3137,4336.76,344.39,156
D,3138,2888.51,4137.96,364
D,3139,2878.47,348.61,999
D,3140,316.09,2277.86,523
D,3141,3289.79,1993.51,728
D,3142,498.93,2999.98,991
D,3143,2127.88,2866.84,1038
D,3144,1802.61,2088.49,1408
D,3145,3662.56,784.75,391
D,3146,2423.03,2768.78,386
D,3147,2947.92,4789.06,214
D,3148,275.39,4379.6,1468
D,3149,2154.05,4028.01,1320
D,3150,2740.75,1012.31,1846
D,3151,4619.59,2493.25,1305
D,3152,1336.34,3717.86,320
D,3153,2894.87,309.38,1717
D,3154,2803.95,2008.27,1645
D,3155,2089.7,4561.72,400
D,3156,2114.64,2210.68,823
D,3157,3517.61,386.79,1512
D,3158,2258.59,1928.56,1335
D,3159,1488.52,2312.14,245
D,3160,3442.54,3333.16,3213
D,3161,1943.98,2005.05,8268
D,3162,679.78,1419.2,5356
D,3163,2671.13,4421.83,1163
D,3164,3684.13,4547.71,3119
D,3165,69.0,3508.91,245
D,3166,1983.91,3850.46,315
D,3167,2607.86,4303.78,2867
D,3168,2658.27,796.54,1863
D,3169,657.17,1781.07,855
D,3170,105.11,1818.5,3120
D,3171,62.89,4794.35,984
D,3172,4998.79,4100.84,518
D,3173,3670.11,212.35,3937
D,3174,4251.18,2561.13,163
D,3175,2530.46,3346.83,2257
D,3176,2891.09,4841.91,2319
D,3177,585.47,4407.59,3279
D,3178,4068.33,2614.54,1988
D,3179,1813.47,4917.14,659
D,3180,1046.73,3473.04,204
D,3181,1625.25,3256.24,570
D,3182,1939.26,3580.79,494
D,3183,2577.81,3264.18,14
D,3184,4602.82,4213.83,366
D,3185,2728.52,1462.05,1747
D,3186,1271.39,4707.45,2564
D,3187,2207.03,1624.05,880
D,3188,3270.26,2149.63,44
D,3189,2006.26,1578.94,207
D,3190,2749.09,2458.78,1274
D,3191,170.65,1123.0,944
D,3192,2017.24,1722.18,559
D,3193,617.82,2142.01,601
D,3194,3264.99,3200.26,1474
D,3195,235.45,43.73,81
D,3196,3983.07,740.03,719
D,3197,734.34,1632.06,2496
D,3198,193.25,1806.65,695
D,3199,2855.08,1418.0,340
D,3200,1523.03,405.92,2516
D,3201,609.53,37.35,188
D,3202,4832.61,1068.41,226
D,3203,2075.43,3183.64,343
D,3204,2634.88,3961.42,1598
D,3205,1137.33,1918.7,2108
D,3206,608.28,234.54,3169
D,3207,2168.05,3587.96,649
D,3208,3302.39,502.25,527
D,3209,1238.99,217.09,138
D,3210,2962.97,435.8,882
D,3211,4999.2,1402.56,581
D,3212,3978.38,2684.79,1247
D,3213,2478.99,531.36,701
D,3214,3973.11,574.97,441
D,3215,1430.8,1463.61,765
D,3216,4294.55,588.26,187
D,3217,55.91,2343.16,53
D,3218,1849.25,133.3,203
D,3219,1290.4,948.83,807
D,3220,4646.74,2434.19,577
D,3221,4507.13,4303.57,322
D,3222,2062.93,3316.75,1512
D,3223,4435.45,3748.53,2485
D,3224,3571.98,2146.38,138
D,3225,3329.67,4691.0,143
D,3226,567.66,2637.99,1925
D,3227,3455.03,1087.22,185
D,3228,406.73,4206.97,2131
D,3229,1058.97,2147.82,4511
D,3230,3589.43,1544.07,1370
D,3231,4210.53,2059.91,491
D,3232,2530.62,4673.72,767
D,3233,2624.14,20.02,850
D,3234,178.63,4824.89,2395
D,3235,1738.71,3169.1,966
D,3236,4211.85,290.16,361
D,3237,570.34,528.78,83
D,3238,928.68,695.63,880
D,3239,4339.63,661.63,920
D,3240,3249.34,3730.46,534
D,3241,1959.39,1826.73,2202
D,3242,2245.3,1739.8,373
D,3243,895.95,1656.56,917
D,3244,2133.23,3968.68,552
D,3245,1936.43,2642.28,717
D,3246,4074.33,4142.58,1431
D,3247,2359.41,3102.68,525
D,3248,3223.66,2447.22,1654
D,3249,1772.95,2389.21,2328
D,3250,692.61,4415.43,1487
D,3251,3569.9,3747.08,1991
D,3252,407.68,160.57,414
D,3253,479.14,277.5,900
D,3254,2067.65,2926.24,343
D,3255,158.55,4711.1,324
D,3256,4867.33,397.34,505
D,3257,3898.48,4858.97,357
D,3258,4584.68,2383.8,176
D,3259,4814.61,790.82,2682
D,3260,3777.77,967.58,762
D,3261,2886.79,1209.94,504
D,3262,2888.46,4096.42,572
D,3263,4094.77,69.27,86
D,3264,2930.75,2467.67,964
D,3265,2305.12,3481.46,1211
D,3266,3922.68,1950.42,212
D,3267,4969.02,3833.91,1454
D,3268,160.55,3212.3,1913
D,3269,1419.05,2084.73,643
D,3270,1260.66,618.45,1359
D,3271,4588.91,4206.99,106
D,3272,3810.14,2225.33,5072
D,3273,2774.95,3676.98,1079
D,3274,244.1,2500.44,411
D,3275,3518.0,839.86,1411
D,3276,2632.6,982.13,253
D,3277,3611.44,4725.02,240
D,3278,1528.64,2359.96,338
D,3279,858.63,1311.25,253
D,3280,1065.8,409.87,1011
D,3281,2346.74,4599.99,2069
D,3282,621.12,1677.09,1761
D,3283,788.42,2916.91,796
D,3284,428.32,64.57,138
D,3285,4698.41,1372.38,402
D,3286,964.74,2729.89,254
D,3287,4530.16,3159.32,484
D,3288,1378.68,3679.8,458
D,3289,2399.81,663.13,559
D,3290,1321.47,417.79,863
D,3291,4825.17,430.32,45
D,3292,3949.67,1465.26,739
D,3293,848.86,2940.55,2917
D,3294,3338.98,244.0,147
D,3295,2305.27,2800.6,2989
D,3296,2353.68,107.8,426
D,3297,1018.92,850.79,710
D,3298,3271.71,4988.92,165
D,3299,3585.87,2133.05,37
D,3300,1436.91,4858.04,64
D,3301,3248.66,179.53,1849
D,3302,2802.02,2145.62,976
D,3303,4875.12,4902.71,72
D,3304,1451.98,452.12,3360
D,3305,3346.34,2848.83,522
D,3306,4960.15,195.5,2535
D,3307,4989.78,648.01,40
D,3308,584.7,1916.43,215
D,3309,650.32,4155.86,729
D,3310,828.23,2847.87,628
D,3311,4577.93,184.32,2089
D,3312,2759.29,1897.82,1561
D,3313,4018.7,856.94,4488
D,3314,1710.97,3679.37,1390
D,3315,4887.61,1389.76,210
D,3316,93.94,266.76,629
D,3317,4226.21,1463.44,503
D,3318,2169.12,4645.65,98
D,3319,2628.3,1804.05,344
D,3320,1590.14,946.14,572
D,3321,1488.57,2886.85,1180
D,3322,1897.66,4456.44,167
D,3323,2840.44,2158.18,1622
D,3324,118.02,370.91,83
D,3325,266.09,1355.28,1297
D,3326,4338.61,4430.0,681
D,3327,1304.82,3589.04,391
D,3328,280.1,3064.34,1441
D,3329,2420.23,904.2,586
D,3330,3126.92,4018.18,2646
D,3331,3191.75,2772.61,4388
D,3332,564.52,1956.59,730
D,3333,2754.89,4693.4,1276
D,3334,969.29,3526.34,393
D,3335,3478.89,939.05,2284
D,3336,4288.13,3846.27,1441
D,3337,2565.72,4882.09,424
D,3338,1359.3,1691.08,4003
D,3339,3286.66,3302.85,1571
D,3340,4057.38,1860.52,118
D,3341,738.92,1340.06,645
D,3342,3413.27,3532.32,456
D,3343,2051.15,663.93,550
D,3344,3961.94,637.17,443
D,3345,1183.33,4104.78,1769
D,3346,2225.41,1724.09,2478
D,3347,3677.13,2571.96,799
D,3348,2754.4,3715.96,993
D,3349,2322.34,4941.07,1098
D,3350,1701.55,3147.05,554
D,3351,1188.89,1591.68,1609
D,3352,1892.02,4327.04,2195
D,3353,2067.15,492.34,944
D,3354,1864.28,1422.73,131
D,3355,2229.75,3589.02,95
D,3356,4777.68,4117.38,2124
D,3357,1846.83,1266.41,1226
D,3358,3279.26,1851.69,5832
D,3359,4359.34,2032.19,423
D,3360,2334.66,2238.17,2529
D,3361,4874.59,3876.45,674
D,3362,247.67,3518.53,2447
D,3363,4394.03,1554.6,697
D,3364,2925.2,3971.82,5475
D,3365,2040.39,2071.22,2579
D,3366,2007.53,4788.09,2187
D,3367,3069.44,3043.1,50
D,3368,2359.66,4462.95,1364
D,3369,2061.62,161.1,510
D,3370,541.47,1504.73,81
D,3371,493.5,2436.72,385
D,3372,281.44,4546.16,1663
D,3373,2442.66,3673.81,667
D,3374,4352.17,1840.28,162
D,3375,4880.86,4045.98,779
D,3376,488.37,1043.61,216
D,3377,1439.46,2065.76,357
D,3378,4818.44,4112.58,254
D,3379,3312.05,4795.32,11
D,3380,2641.31,2864.36,2205
D,3381,480.2,883.06,138
D,3382,4193.75,1271.4,1248
D,3383,4135.84,4649.73,1105
D,3384,1317.53,1970.03,2587
D,3385,4000.58,4315.53,865
D,3386,1784.5,1829.95,835
D,3387,3760.22,829.93,194
D,3388,1744.66,2437.88,535
D,3389,3595.01,701.51,279
D,3390,1075.87,720.22,2261
D,3391,2202.43,1084.92,456
D,3392,4090.96,2994.42,1803
D,3393,1582.86,963.92,2373
D,3394,3348.62,1003.68,400
D,3395,3224.66,3247.08,396
D,3396,1150.9,2266.3,980
D,3397,2519.79,2677.12,1015
D,3398,1024.53,4610.44,40
D,3399,3242.96,4010.04,293
D,3400,410.32,2792.93,725
D,3401,2356.29,2382.13,1203
D,3402,2839.7,565.33,384
D,3403,2261.47,3658.42,3460
D,3404,2283.39,609.53,608
D,3405,321.1,2380.57,1499
D,3406,517.57,2610.54,868
D,3407,3719.44,1921.1,350
D,3408,661.92,4395.28,1329
D,3409,1792.11,1199.34,972
D,3410,4688.54,3171.92,1171
D,3411,1301.1,313.85,2818
D,3412,3745.38,753.49,294
D,3413,3164.63,4518.2,1665
D,3414,4310.16,1083.1,2640
D,3415,4805.41,2134.23,414
D,3416,4194.92,4584.96,224
D,3417,291.19,3282.94,328
D,3418,3363.93,4820.3,356
D,3419,3245.22,3525.62,1598
D,3420,732.94,2924.44,103
D,3421,3680.53,2739.1,161
D,3422,682.58,844.09,493
D,3423,2729.51,3540.36,410
D,3424,3546.86,598.69,376
D,3425,2015.19,1629.25,580
D,3426,2818.33,2043.63,206
D,3427,4321.5,2238.41,1593
D,3428,1491.83,2042.44,402
D,3429,3636.76,2086.21,57
D,3430,2400.71,2743.27,1569
D,3431,4348.26,1200.29,1569
D,3432,804.12,3186.87,373
D,3433,3185.65,932.61,814
D,3434,2319.35,436.5,432
D,3435,3557.17,841.62,2114
D,3436,1150.06,3266.48,419
D,3437,466.39,1764.11,103
D,3438,4491.38,3562.01,730
D,3439,4631.27,2901.28,2317
D,3440,3023.98,4624.27,1120
D,3441,971.35,3711.46,657
D,3442,4067.91,3176.16,2283
D,3443,4315.89,2151.29,1747
D,3444,263.46,3052.78,184
D,3445,1791.12,1321.49,818
D,3446,1183.55,1159.01,101
D,3447,1124.92,2989.68,426
D,3448,3576.17,2480.24,966
D,3449,1934.97,2495.7,56
D,3450,2658.44,1796.91,388
D,3451,1221.0,3110.36,3031
D,3452,2041.52,1173.57,275
D,3453,479.19,4551.85,1392
D,3454,1577.23,2557.4,289
D,3455,2747.02,2929.82,289
D,3456,2411.17,735.47,952
D,3457,4062.23,2776.43,1142
D,3458,1771.92,636.8,1611
D,3459,2132.38,2627.96,625
D,3460,3870.98,1034.36,58
D,3461,669.14,4266.57,2070
D,3462,3645.38,2235.68,458
D,3463,4658.08,4991.05,449
D,3464,2141.57,2476.72,180
D,3465,3187.93,2011.14,106
D,3466,1627.03,2135.57,3004
D,3467,242.84,1227.07,101
D,3468,3403.27,2860.99,1004
D,3469,1669.94,2894.33,1097
D,3470,2696.97,4764.04,178
D,3471,574.06,2706.07,436
D,3472,305.76,3861.3,160
D,3473,3910.32,448.07,536
D,3474,2096.78,3348.48,892
D,3475,1217.75,2939.37,445
D,3476,347.86,4307.01,215
D,3477,3624.72,1624.08,587
D,3478,1127.77,1954.44,418
D,3479,4464.98,4805.84,3174
D,3480,1515.5,488.14,301
D,3481,2410.28,4100.52,526
D,3482,4369.46,735.88,983
D,3483,1302.79,275.59,408
D,3484,492.63,2835.16,1458
D,3485,4373.17,3910.93,113
D,3486,3966.86,4238.05,1968
D,3487,4930.99,4106.93,711
D,3488,460.3,2963.08,904
D,3489,3960.81,4784.09,463
D,3490,3325.36,4210.0,1001
D,3491,2894.28,3793.08,2025
D,3492,1258.96,248.56,71
D,3493,1663.28,2320.02,328
D,3494,3510.85,3618.76,29
D,3495,99.3,1448.83,83
D,3496,3396.01,1864.1,57
D,3497,1378.84,2208.84,176
D,3498,2353.76,1473.54,2458
D,3499,3336.61,4569.88,2303
D,3500,2558.51,3634.73,4146
D,3501,4955.44,4261.61,571
D,3502,3975.32,2306.82,774
D,3503,3972.51,1109.81,587
D,3504,4376.02,4517.79,168
D,3505,1163.78,3164.69,18
D,3506,2993.63,4680.89,316
D,3507,1480.48,2305.49,222
D,3508,2593.86,3617.2,238
D,3509,2841.55,4120.9,797
D,3510,4072.59,3982.77,1064
D,3511,1764.75,1873.87,2546
D,3512,2735.86,2924.34,430
D,3513,514.92,2102.76,267
D,3514,2859.21,2722.15,1091
D,3515,1753.17,3986.76,1149
D,3516,4626.47,4390.92,1504
D,3517,2225.58,4690.63,259
D,3518,4254.56,3632.66,1071
D,3519,4817.77,3952.14,466
D,3520,1276.05,553.47,1192
D,3521,2943.99,3993.06,2109
D,3522,2454.98,1934.61,67
D,3523,3455.2,3715.12,1463
D,3524,383.62,4073.34,434
D,3525,4614.97,3736.56,1223
D,3526,3631.99,4215.71,3662
D,3527,497.29,3575.74,498
D,3528,1869.98,3081.57,118
D,3529,1525.75,1050.98,214
D,3530,1791.9,1869.76,459
D,3531,3250.6,1653.87,1375
D,3532,2764.61,2177.02,418
D,3533,3538.22,3602.71,561
D,3534,2455.31,1789.86,650
D,3535,3050.94,3961.2,327
D,3536,3799.44,3889.41,3320
D,3537,2844.84,3519.12,1297
D,3538,1038.78,2771.69,72
D,3539,4418.89,801.25,90
D,3540,4469.14,1799.8,1497
D,3541,1719.14,3785.87,768
D,3542,3107.18,3016.61,689
D,3543,354.77,410.76,1383
D,3544,3893.63,3649.84,501
D,3545,2820.64,1172.98,917
D,3546,2106.92,3766.79,612
D,3547,2160.24,4406.29,167
D,3548,2302.87,1290.12,571
D,3549,1228.45,277.96,391
D,3550,3396.4,4852.49,796
D,3551,1259.81,3593.76,617
D,3552,1022.41,653.78,211
D,3553,4937.12,4742.58,35
D,3554,1370.86,1978.17,119
D,3555,2536.96,4098.3,181
D,3556,3662.68,724.5,192
D,3557,1581.84,4992.1,2563
D,3558,150.62,4464.73,249
D,3559,3546.69,4748.0,198
D,3560,1822.25,3127.46,1189
D,3561,4709.08,3805.47,2259
D,3562,3969.21,1877.95,708
D,3563,1854.28,32.65,14
D,3564,1729.18,3438.55,1761
D,3565,1216.25,4748.65,301
D,3566,1543.24,4140.93,21
D,3567,2404.85,4616.65,587
D,3568,539.99,3125.37,333
D,3569,2763.46,2453.4,1453
D,3570,3079.49,612.2,294
D,3571,4039.9,1915.46,399
D,3572,1112.88,3722.35,609
D,3573,2510.3,1382.41,1372
D,3574,2184.95,2168.13,417
D,3575,4255.67,2838.14,1335
D,3576,2743.43,1480.45,232
D,3577,3455.72,268.94,1628
D,3578,143.41,2454.33,862
D,3579,4624.55,4144.45,310
D,3580,3799.49,4904.48,1252
D,3581,3013.4,2932.31,658
D,3582,761.92,2788.31,268
D,3583,2555.05,4521.75,743
D,3584,3319.65,1965.2,1447
D,3585,4452.11,2025.25,1498
D,3586,1701.27,1093.29,1297
D,3587,1668.51,1210.05,414
D,3588,4087.56,2793.62,58
D,3589,2692.6,246.86,994
D,3590,4367.65,471.87,785
D,3591,2847.7,4561.05,754
D,3592,4182.88,3378.1,93
D,3593,2005.23,62.8,2794
D,3594,685.21,2135.91,20
D,3595,4473.24,3085.66,1358
D,3596,3500.82,3619.01,744
D,3597,3653.91,3175.02,729
D,3598,2598.8,1107.58,460
D,3599,1153.54,3324.57,103
D,3600,1167.3,2988.55,2069
D,3601,3062.76,219.75,438
D,3602,2716.02,2230.42,694
D,3603,1136.88,1650.14,87
D,3604,4811.94,2245.67,4296
D,3605,1181.38,2349.79,602
D,3606,4761.74,4377.69,1157
D,3607,4776.8,3327.63,1321
D,3608,2056.77,3452.35,3064
D,3609,3749.44,2383.82,2580
D,3610,783.08,2492.26,839
D,3611,3836.54,1183.74,1470
D,3612,2491.96,1366.45,799
D,3613,3524.44,3082.26,303
D,3614,2439.38,3493.49,1495
D,3615,3611.25,2979.98,1338
D,3616,1640.08,4368.03,139
D,3617,4079.57,1379.1,2968
D,3618,2409.11,2627.95,27
D,3619,1845.02,1952.46,437
D,3620,2241.22,355.09,585
D,3621,250.86,3439.55,640
D,3622,954.52,2123.45,48
D,3623,3323.93,4123.12,1344
D,3624,3842.2,326.28,462
D,3625,1118.24,4146.45,489
D,3626,2358.15,3769.71,896
D,3627,2541.48,3675.04,43
D,3628,4152.01,1879.02,78
D,3629,2727.79,1349.57,178
D,3630,3705.98,3054.62,78
D,3631,4210.75,1318.44,1119
D,3632,3634.42,3201.41,964
D,3633,709.71,393.71,1142
D,3634,298.13,3397.7,186
D,3635,918.52,4428.82,393
D,3636,1607.33,1796.98,1133
D,3637,142.6,427.99,395
D,3638,2241.4,396.99,418
D,3639,229.22,368.51,141
D,3640,3042.52,4401.31,246
D,3641,4240.05,2113.1,1447
D,3642,2375.25,4464.8,421
D,3643,621.83,2870.37,1479
D,3644,1826.55,404.53,76
D,3645,2227.09,530.09,854
D,3646,4900.16,495.45,2091
D,3647,3246.47,4186.61,231
D,3648,1144.34,3932.42,205
D,3649,4805.13,2753.12,734
D,3650,1413.74,2930.22,623
D,3651,3824.99,444.5,1325
D,3652,4407.76,1689.42,384
D,3653,2539.12,561.17,624
D,3654,3627.11,2113.49,1528
D,3655,1433.64,3755.02,750
D,3656,1649.8,2359.28,2022
D,3657,3307.05,4304.67,646
D,3658,3814.56,2097.65,757
D,3659,3943.19,4169.62,490
D,3660,2579.58,2839.34,1250
D,3661,3567.16,4893.6,265
D,3662,1170.61,388.43,1563
D,3663,4528.66,1111.87,627
D,3664,3550.51,955.99,455
D,3665,4283.66,3308.98,1111
D,3666,591.86,2476.11,1735
D,3667,3954.78,112.3,328
D,3668,576.32,3795.55,12
D,3669,2705.34,685.83,162
D,3670,1925.68,60.66,295
D,3671,4243.25,4713.06,306
D,3672,3970.89,3472.07,343
D,3673,3880.29,2540.88,13
D,3674,2188.41,3941.8,995
D,3675,372.04,4046.68,2398
D,3676,4989.23,635.51,815
D,3677,173.54,3574.4,365
D,3678,4363.06,3931.39,59
D,3679,4273.89,4019.33,771
D,3680,2160.77,1427.25,923
D,3681,2010.66,2671.12,1214
D,3682,2829.83,3124.66,147
D,3683,3163.15,4173.69,849
D,3684,3404.5,3194.74,746
D,3685,3728.35,19.01,421
D,3686,4392.31,3257.36,1581
D,3687,2243.94,2518.91,23
D,3688,3596.09,3854.1,216
D,3689,922.71,2698.54,1997
D,3690,1508.14,1987.77,2010
D,3691,3923.47,4608.7,398
D,3692,583.95,236.98,93
D,3693,219.68,1585.33,3385
D,3694,1121.45,2412.95,1507
D,3695,1702.87,1609.88,181
D,3696,1516.41,4944.22,763
D,3697,3016.29,2437.62,101
D,3698,380.07,3440.37,1708
D,3699,2256.05,2046.42,276
D,3700,4576.42,3587.28,885
D,3701,4382.93,4272.1,829
D,3702,3345.67,3078.82,1332
D,3703,2241.97,1708.98,211
D,3704,1497.96,1913.0,678
D,3705,562.99,1727.69,17
D,3706,1245.41,4494.15,2365
D,3707,3933.34,2983.23,473
D,3708,4486.04,605.69,749
D,3709,2346.79,1462.26,1159
D,3710,929.44,1380.7,558
D,3711,3206.42,4675.88,3492
D,3712,1587.63,3758.8,624
D,3713,3233.27,4113.68,942
D,3714,5001.14,4786.87,141
D,3715,2102.86,1862.9,595
D,3716,4500.35,4748.45,561
D,3717,1494.58,3707.11,62
D,3718,3573.15,682.78,893
D,3719,4149.73,3393.23,951
D,3720,4125.17,405.91,121
D,3721,1344.75,1974.25,1047
D,3722,3267.13,3703.98,840
D,3723,862.61,2354.52,456
D,3724,3077.55,4327.33,239
D,3725,3819.66,301.63,4172
D,3726,4754.09,3545.3,406
D,3727,3920.28,1767.06,1405
D,3728,3547.48,1081.64,1793
D,3729,1959.26,1048.85,850
D,3730,1178.67,967.19,2268
D,3731,4521.18,4852.21,440
D,3732,3877.43,808.0,274
D,3733,443.15,1369.77,4135
D,3734,2248.09,4769.08,1942
D,3735,275.7,1073.65,837
D,3736,3414.34,3375.82,56
D,3737,4821.32,3115.3,50
D,3738,3099.87,1124.84,690
D,3739,4038.39,307.98,694
D,3740,2163.1,2495.24,2764
D,3741,2429.47,3343.18,376
D,3742,854.56,4258.97,3529
D,3743,1169.07,566.75,291
D,3744,3168.23,3286.6,690
D,3745,996.09,4395.99,2975
D,3746,3791.7,100.91,4797
D,3747,3066.52,439.96,69
D,3748,1940.51,749.79,30
D,3749,1194.63,3446.24,1665
D,3750,915.48,4402.02,1302
D,3751,4754.72,815.37,1242
D,3752,683.24,877.69,1092
D,3753,3749.18,4340.62,429
D,3754,841.24,2807.41,642
D,3755,2116.12,2056.87,1719
D,3756,3487.19,2610.1,757
D,3757,938.0,2199.13,222
D,3758,1546.84,2812.68,581
D,3759,1843.9,2471.95,1349
D,3760,859.58,1312.4,1502
D,3761,4050.53,4866.25,99
D,3762,3957.96,2801.07,375
D,3763,1171.0,4886.96,1520
D,3764,703.1,1381.12,396
D,3765,2206.63,993.39,922
D,3766,2328.08,4139.04,945
D,3767,3750.06,1641.44,69
D,3768,2329.19,822.89,110
D,3769,4620.5,3909.65,829
D,3770,1278.5,2835.26,167
D,3771,162.51,1295.8,1357
D,3772,3084.97,4057.43,1606
D,3773,1854.59,2928.52,962
D,3774,3227.75,852.44,4049
D,3775,436.1,3918.43,558
D,3776,4506.26,1996.59,358
D,3777,4825.4,1113.48,2169
D,3778,732.3,37.39,311
D,3779,922.38,302.94,1715
D,3780,3464.51,1118.37,687
D,3781,4935.73,3360.09,384
D,3782,3441.48,3982.53,579
D,3783,84.74,2795.53,2474
D,3784,2420.63,4398.09,1081
D,3785,3602.97,3460.93,2050
D,3786,3596.23,3694.19,260
D,3787,257.44,4792.34,795
D,3788,799.49,266.29,403
D,3789,2262.56,4479.94,915
D,3790,1330.75,4629.26,388
D,3791,2061.22,3039.43,3408
D,3792,2241.39,2971.89,2011
D,3793,3806.81,938.11,439
D,3794,4526.14,1385.59,2379
D,3795,3379.32,2114.77,3065
D,3796,2397.54,2777.33,216
D,3797,1905.98,2879.83,1224
D,3798,4397.95,2742.56,283
D,3799,3644.83,3799.36,47
D,3800,814.61,4131.57,29
D,3801,4578.32,1829.48,821
D,3802,3358.36,166.07,382
D,3803,2712.16,4007.78,956
D,3804,1641.7,699.84,2024
D,3805,4226.27,3114.73,531
D,3806,2175.55,591.43,1776
D,3807,2520.85,2519.75,541
D,3808,1535.42,1432.87,876
D,3809,2793.56,516.71,147
D,3810,2846.31,26.82,197
D,3811,4762.3,521.31,574
D,3812,1157.01,2919.29,552
D,3813,2638.08,84.19,91
D,3814,2020.84,263.11,337
D,3815,4230.02,4293.24,956
D,3816,3253.54,499.25,1132
D,3817,4871.17,955.32,702
D,3818,4285.55,962.74,117
D,3819,3693.15,1572.31,84
D,3820,1020.33,1042.16,922
D,3821,2564.28,4161.31,452
D,3822,3108.66,769.12,1194
D,3823,4248.72,395.24,3368
D,3824,2929.75,804.62,4645
D,3825,2607.56,4332.87,974
D,3826,3439.94,2601.49,1843
D,3827,2622.94,4572.26,2395
D,3828,525.99,1690.78,752
D,3829,854.47,3844.35,1237
D,3830,3584.03,4645.58,869
D,3831,1981.43,4984.77,689
D,3832,4988.24,2598.14,1590
D,3833,1443.23,868.21,29
D,3834,686.48,1471.0,661
D,3835,2284.78,4052.72,2948
D,3836,1062.19,3794.3,502
D,3837,4332.48,4384.8,79
D,3838,1735.56,3973.21,1334
D,3839,4667.88,4798.67,996
D,3840,4891.68,3792.17,789
D,3841,4976.16,3469.36,772
D,3842,3082.55,3152.36,3754
D,3843,1340.27,824.36,1197
D,3844,861.21,3744.45,3297
D,3845,3932.18,2431.81,889
D,3846,3108.5,1083.69,170
D,3847,1930.67,4280.97,255
D,3848,962.37,3806.55,238
D,3849,4956.5,2325.92,2330
D,3850,449.29,1436.5,669
D,3851,1227.29,4572.53,48
D,3852,4221.69,3682.44,146
D,3853,1432.18,2407.92,750
D,3854,3900.67,942.54,1532
D,3855,4243.83,3070.58,2624
D,3856,1259.37,1606.88,860
D,3857,4833.35,1574.54,613
D,3858,2385.19,3902.7,259
D,3859,4932.72,1524.4,2904
D,3860,884.93,871.12,1669
D,3861,1236.59,447.66,330
D,3862,4203.93,3349.15,2723
D,3863,2954.55,4123.06,654
D,3864,4407.54,4513.6,350
D,3865,991.89,1820.08,30
D,3866,3763.82,1303.72,526
D,3867,2762.83,793.48,3758
D,3868,1431.46,4907.94,719
D,3869,2264.8,1045.51,322
D,3870,2719.63,1213.54,611
D,3871,3491.88,616.46,677
D,3872,1767.92,3509.76,864
D,3873,2600.21,293.78,950
D,3874,4284.57,287.28,300
D,3875,824.45,895.49,817
D,3876,4216.69,1421.41,783
D,3877,3272.89,666.85,382
D,3878,2372.58,1369.02,188
D,3879,3234.1,1500.16,843
D,3880,4065.04,3161.76,248
D,3881,703.22,4436.0,303
D,3882,2803.14,3891.81,81
D,3883,4457.59,1830.96,1557
D,3884,614.64,3298.35,371
D,3885,3825.26,1523.59,266
