Feature,Instance,LocX,LocY,Checkin
B,10543,384597.1539,217709.0398,27962
B,10544,363604.8162,217709.0398,7173
B,10545,379334.614,217647.783,2125
B,10546,375735.1865,217647.783,66091
B,10547,382541.6145,217585.4125,1010
B,10548,368850.3441,217461.7852,1294
B,10549,382957.5118,217369.3432,58897
B,10550,378893.8964,217244.6021,4761
B,10551,379775.3136,217152.16,2521
B,10552,376347.077,216873.7202,10561
B,10553,375587.9396,216842.5349,1747
B,10554,379236.7762,216750.0929,7968
B,10555,367820.6788,216750.0929,42388
B,10556,377767.3402,216687.7223,13719
B,10557,382003.2152,216657.6508,32145
B,10558,370835.2817,216564.095,16036
B,10559,375612.6279,216471.653,3232
B,10560,357080.5131,216440.4677,24797
B,10561,230787.7213,216440.4677,467
B,10562,377742.6569,216379.2109,29385
B,10563,230886.9425,216316.8404,523
B,10564,150372.3653,216193.2131,19493
B,10565,373603.8785,216162.0278,6963
B,10566,382590.0779,215945.9585,18813
B,10567,370173.6766,215852.4027,19038
B,10568,370810.5825,215573.9628,12133
B,10569,381611.0744,215543.8913,10399
B,10570,367772.1489,215543.8913,17451
B,10571,377669.4882,215389.0787,4325
B,10572,377375.927,215389.0787,2744
B,10573,373677.0748,215357.8935,6441
B,10574,285542.7091,215326.7082,21823
B,10575,251053.8663,215234.2662,5072
B,10576,374754.6785,215203.0809,13720
B,10577,372256.2721,215203.0809,10019
B,10578,354675.1704,215171.8956,16049
B,10579,367306.2504,215141.8241,1386
B,10580,372893.0548,215017.083,1619
B,10581,373530.6817,214987.0115,9670
B,10582,381782.9132,214924.641,6976
B,10583,46432.85987,214924.641,1491
B,10584,205853.0587,214801.0137,24834
B,10585,336770.489,214738.6432,4616
B,10586,372819.8531,214708.5717,3243
B,10587,363776.06,214491.3886,2838
B,10588,196016.0301,214491.3886,22094
B,10589,376861.0734,214306.5045,3646
B,10590,370982.5936,214244.1339,9063
B,10591,374951.3163,214028.0646,33802
B,10592,22711.34687,213934.5088,23689
B,10593,365835.1845,213873.252,16708
B,10594,376101.9723,213749.6247,21085
B,10595,41500.57452,213687.2542,5238
B,10596,376151.3463,213656.0689,20061
B,10597,376494.3135,213563.6269,5985
B,10598,375073.8824,213408.8143,2264
B,10599,372011.0742,213316.3723,27782
B,10600,37173.58408,213285.187,19383
B,10601,375979.4178,213222.8165,2078
B,10602,371888.4732,213222.8165,11147
B,10603,366742.3803,213006.7471,13473
B,10604,376420.2547,212914.3051,4155
B,10605,365075.305,212883.1198,7264
B,10606,339646.1027,212883.1198,13040
B,10607,374926.6265,212759.4925,4696
B,10608,365566.0115,212665.9367,21276
B,10609,39274.46026,212511.1241,21374
B,10610,370884.6799,212449.8673,23957
B,10611,374289.9641,212326.24,9013
B,10612,374289.9641,212326.24,8545
B,10613,150447.1412,212326.24,6880
B,10614,364854.6562,212295.0548,1439
B,10615,375195.5654,212263.8695,623
B,10616,366889.7483,212263.8695,22885
B,10617,366914.4565,212047.8002,12673
B,10618,363726.6291,212016.6149,33039
B,10619,334411.0216,212016.6149,3827
B,10620,366865.04,211985.4296,14619
B,10621,321864.14,211769.3603,4851
B,10622,321839.3274,211769.3603,3013
B,10623,366791.7974,211706.9897,13397
B,10624,322233.6641,211522.1057,13745
B,10625,363825.4906,211459.7351,5377
B,10626,372133.6738,211243.6658,18594
B,10627,364167.9684,211243.6658,1348
B,10628,351140.819,211026.4827,1881
B,10629,375758.9927,210995.2974,23529
B,10630,374363.1557,210840.4848,11847
B,10631,330205.8738,210562.045,7463
B,10632,372207.7621,210469.6029,5190
B,10633,373751.1525,210345.9756,42884
B,10634,363776.06,209881.5379,4893
B,10635,364217.3972,209820.2811,8330
B,10636,370246.8962,209789.0958,15883
B,10637,346918.3897,209789.0958,3791
B,10638,352049.2588,209726.7253,4522
B,10639,357620.1615,209479.4707,256
B,10640,350135.0828,209324.6581,18156
B,10641,292506.5167,209108.5888,5496
B,10642,362893.331,209077.4035,18181
B,10643,373211.432,208891.4057,13098
B,10644,351779.7394,208737.7069,9169
B,10645,292580.2725,208737.7069,17473
B,10646,292358.1149,208706.5216,24928
B,10647,362918.0484,208459.267,3953
B,10648,352638.6429,208428.0817,12380
B,10649,306665.2837,208180.8271,450
B,10650,363947.301,208118.4566,4367
B,10651,306665.2837,208056.086,5340
B,10652,290951.3043,208026.0145,17743
B,10653,290802.8806,207777.6462,39998
B,10654,355485.2562,207623.9473,17518
B,10655,350846.5316,207499.2063,2718
B,10656,351656.9071,207406.7642,8068
B,10657,322012.1284,206818.6992,16654
B,10658,352442.4797,206663.8866,4248
B,10659,350896.022,206633.8151,9722
B,10660,339941.5834,206602.6299,2080
B,10661,351828.3418,206510.1878,608
B,10662,351902.5704,205983.3796,9867
B,10663,131861.4585,205704.9397,27208
B,10664,353791.692,205581.3124,1969
B,10665,38464.5916,205426.4998,12037
B,10666,38211.32323,205426.4998,8469
B,10667,348268.2988,205241.6157,259
B,10668,38742.45052,205179.2452,16749
B,10669,352957.6214,205117.9884,21961
B,10670,39451.1832,205086.8031,3097
B,10671,39678.91429,204745.9927,14105
B,10672,328803.1983,204714.8075,1961
B,10673,352515.8204,204684.736,21609
B,10674,288506.935,204653.5507,4425
B,10675,41551.57619,204653.5507,7167
B,10676,353424.1434,204467.5529,2936
B,10677,352736.7232,204467.5529,5491
B,10678,363163.4538,204065.4857,6237
B,10679,322085.6788,204065.4857,30526
B,10680,351975.9148,204034.3004,6788
B,10681,351951.1722,204004.2289,34019
B,10682,352932.881,203755.8605,3727
B,10683,352957.6214,203725.789,3082
B,10684,331951.8758,203725.789,4306
B,10685,381415.4393,203477.4206,27055
B,10686,351926.4295,203447.3491,12052
B,10687,353129.0353,203384.9786,10087
B,10688,352982.3617,203230.166,9213
B,10689,344118.1329,203198.9808,29787
B,10690,350600.8441,202890.4694,2291
B,10691,335099.6223,202765.7283,13189
B,10692,336697.04,202735.6568,577
B,10693,332369.7404,202642.101,1081
B,10694,331607.4792,202580.8442,37976
B,10695,334263.2056,202208.8485,2295
B,10696,282405.9792,202147.5918,33392
B,10697,357374.6292,202055.1497,6051
B,10698,346967.0141,202055.1497,99
B,10699,340408.6739,201837.9666,5934
B,10700,336500.5839,201806.7814,421
B,10701,353865.907,201745.5246,11826
B,10702,334828.7898,201714.3393,22568
B,10703,372035.7707,201621.8973,3535
B,10704,330894.7465,201621.8973,55
B,10705,335542.1443,201467.0847,14773
B,10706,333894.0993,201435.8994,1234
B,10707,372011.0742,201312.2721,2787
B,10708,332050.1463,201312.2721,10916
B,10709,331705.7529,201249.9016,6574
B,10710,334115.3876,201188.6448,3026
B,10711,343454.8765,201157.4596,9420
B,10712,352024.5163,200755.3924,3038
B,10713,344388.7297,200445.7672,1043
B,10714,334607.5163,200290.9546,14441
B,10715,343405.3517,200229.6979,8780
B,10716,351853.0847,200136.1421,6823
B,10717,329245.982,199981.3295,3631
B,10718,333870.1999,199765.2602,29754
B,10719,341857.586,199702.8896,5556
B,10720,343381.4736,199610.4476,255
B,10721,334779.2249,199332.0077,6029
B,10722,380754.4837,199270.7509,781
B,10723,344731.8295,199239.5657,17680
B,10724,324300.8122,199115.9384,10406
B,10725,334484.4863,198682.6859,18834
B,10726,333574.5508,198651.5006,36518
B,10727,343602.5652,198465.5028,1805
B,10728,343970.4514,198435.4313,5793
B,10729,331705.7529,198435.4313,14884
B,10730,336279.3451,198341.8755,11269
B,10731,341415.326,198310.6902,8602
B,10732,367453.6106,198125.8061,12618
B,10733,52802.86739,198032.2503,7838
B,10734,348882.641,197816.181,6829
B,10735,343356.7111,197723.7389,12854
B,10736,107035.7537,197723.7389,13310
B,10737,343405.3517,197506.5558,7335
B,10738,344879.5005,197475.3706,11676
B,10739,335443.021,197351.7433,13812
B,10740,334214.5233,197351.7433,3451
B,10741,360073.4084,197321.6718,13480
B,10742,97757.40947,197196.9307,18269
B,10743,334041.9204,196949.6761,36545
B,10744,334041.9204,196888.4193,7027
B,10745,355853.6173,196764.792,23125
B,10746,335025.2768,196733.6067,9623
B,10747,332615.848,196671.2362,8188
B,10748,72392.3464,196671.2362,50829
B,10749,72367.83251,196640.0509,5278
B,10750,333672.8064,196455.1669,1268
B,10751,328581.7995,196423.9816,2439
B,10752,333230.2067,196300.3543,11741
B,10753,334336.6713,196176.727,5885
B,10754,332763.6868,196083.1712,92
B,10755,332763.6868,196083.1712,21013
B,10756,300082.0075,196083.1712,8091
B,10757,334509.2694,195990.7291,8625
B,10758,333722.3764,195835.9166,2315
B,10759,35148.81389,195743.4745,11889
B,10760,344339.2092,195588.6619,349
B,10761,336377.5757,195310.2221,3669
B,10762,335615.6011,195124.2242,2315
B,10763,336451.0268,195031.7822,10776
B,10764,299835.1437,194598.5297,12585
B,10765,338368.5411,194567.3445,6442
B,10766,26816.64942,194474.9024,46573
B,10767,365197.9837,194443.7172,7928
B,10768,334509.2694,194443.7172,5465
B,10769,330795.5799,194382.4604,2583
B,10770,329098.9798,194196.4625,3757
B,10771,329738.3359,194041.65,67084
B,10772,334041.9204,194010.4647,24089
B,10773,343160.3774,193855.6521,17143
B,10774,329861.4208,193855.6521,16499
B,10775,351460.7259,193825.5806,4162
B,10776,339278.0674,193825.5806,4109
B,10777,370100.4564,193453.5849,6655
B,10778,335885.5287,193423.5134,7883
B,10779,331582.6893,193361.1429,94
B,10780,333131.9471,193268.7009,840
B,10781,333550.6507,192741.8926,13080
B,10782,333181.5197,192618.2653,13833
B,10783,345125.3196,192278.5686,11640
B,10784,329024.5924,191906.573,17630
B,10785,328016.7689,191814.1309,4987
B,10786,48328.81949,191349.6932,24877
B,10787,292777.5445,191164.8091,7224
B,10788,332665.4229,191102.4386,41836
B,10789,336106.7756,190886.3692,25358
B,10790,349054.1202,190731.5567,12231
B,10791,332394.5285,190669.1861,33473
B,10792,336402.3544,190298.3042,21178
B,10793,342864.9859,189927.4223,7574
B,10794,350919.8833,189741.4245,46640
B,10795,350969.3733,189710.2392,18670
B,10796,341145.5384,189494.1698,6451
B,10797,341587.8096,189060.9174,13096
B,10798,369953.1325,188968.4753,2795
B,10799,355068.2949,188627.6649,12345
B,10800,52878.37297,188380.4103,6489
B,10801,325654.4744,188256.783,1720
B,10802,276795.4168,188163.2272,3040
B,10803,315487.1587,188101.9704,473
B,10804,334828.7898,187513.9054,21510
B,10805,367256.8358,186988.2109,5509
B,10806,350748.434,186988.2109,2985
B,10807,340826.2072,186771.0278,5575
B,10808,340580.2892,186771.0278,1723
B,10809,334730.5449,186740.9563,15241
B,10810,333451.5088,186647.4005,14738
B,10811,132087.0968,186616.2152,8292
B,10812,367306.2504,186586.1437,11653
B,10813,361839.2576,186554.9585,2032
B,10814,342939.2767,186462.5164,2306
B,10815,325359.4829,186337.7754,4731
B,10816,132638.5357,185874.4514,10339
B,10817,330820.3717,185441.1989,5793
B,10818,287000.0319,185162.7591,2487
B,10819,287000.0319,185039.1318,10574
B,10820,338761.3811,184821.9486,16573
B,10821,337557.157,184821.9486,7179
B,10822,69189.59581,184637.0646,2309
B,10823,337483.7135,184482.252,3007
B,10824,324866.9262,184358.6247,503
B,10825,323833.0145,184358.6247,817
B,10826,338147.3411,184141.4416,15611
B,10827,338097.7917,184110.2563,2648
B,10828,287198.2976,184017.8143,16794
B,10829,340015.01,183460.9345,10643
B,10830,337999.5769,183244.8652,21376
B,10831,286703.9601,182996.4968,21541
B,10832,318048.5171,182872.8695,21133
B,10833,322873.4331,182687.9854,3518
B,10834,50123.41241,182564.3581,2156
B,10835,50654.81173,182223.5477,2601
B,10836,284579.645,182068.7351,10448
B,10837,345984.7576,181821.4805,470
B,10838,339130.3189,181574.2259,5124
B,10839,332050.1463,181233.4155,2530
B,10840,364781.3998,181140.9734,23
B,10841,369512.0307,181109.7882,8350
B,10842,350994.1182,181017.3461,52824
B,10843,319254.9518,180521.7231,25063
B,10844,318318.891,180490.5379,6189
B,10845,338491.5264,180243.2833,26591
B,10846,335296.1043,180243.2833,3280
B,10847,319550.1129,179903.5866,9118
B,10848,319550.1129,179903.5866,13157
B,10849,318934.963,179903.5866,21409
B,10850,318417.2876,179872.4013,13756
B,10851,317900.4735,179315.5216,1028
B,10852,341317.1418,178882.2691,2862
B,10853,322159.2286,178387.7599,6961
B,10854,322159.2286,178078.1347,4670
B,10855,317826.8941,177737.3243,37492
B,10856,331657.0588,177582.5118,9013
B,10857,359067.6274,177397.6277,7422
B,10858,330943.4441,177397.6277,10465
B,10859,349201.7315,177274.0004,2269
B,10860,309770.8544,177274.0004,8299
B,10861,309770.8544,177274.0004,7765
B,10862,309746.0134,177274.0004,35223
B,10863,48278.7628,177088.0025,13311
B,10864,63966.00616,176778.3774,9801
B,10865,351607.4203,176747.1921,6721
B,10866,334534.0525,176531.1228,13889
B,10867,63713.38752,176345.1249,9281
B,10868,356466.6411,176066.685,258
B,10869,270242.4048,176005.4283,8829
B,10870,351828.3418,175757.0599,4126
B,10871,274150.1345,175757.0599,6452
B,10872,320829.9359,175726.9884,34865
B,10873,270192.536,175695.8031,20761
B,10874,351975.9148,175540.9905,35807
B,10875,142210.3766,175509.8053,16838
B,10876,280774.5453,174613.2289,7731
B,10877,280750.5255,174613.2289,11997
B,10878,279588.6166,174582.0436,1562
B,10879,280478.2981,174550.8583,1102
B,10880,280799.4546,174489.6016,19256
B,10881,280948.0195,174427.231,12944
B,10882,280132.221,174396.0458,5900
B,10883,338122.5664,174334.789,2245
B,10884,279588.6166,174303.6037,21896
B,10885,279514.7697,174148.7911,6615
B,10886,360538.7379,173870.3513,12573
B,10887,310609.2022,173003.8464,2558
B,10888,335812.0737,172849.0338,9782
B,10889,129630.0759,172168.5267,5200
B,10890,342054.828,171952.4574,3066
B,10891,136824.3404,171333.2071,16653
B,10892,129053.1943,171054.7672,2682
B,10893,337237.7184,170652.7,43619
B,10894,346844.1265,170560.258,2338
B,10895,331410.9291,170374.2601,6134
B,10896,48202.31211,170250.6328,4305
B,10897,328680.9867,170034.5635,21227
B,10898,53156.73796,169972.1929,1283
B,10899,54950.45857,169786.1951,2953
B,10900,351705.51,168765.9914,13640
B,10901,306246.4056,168672.4356,22234
B,10902,339916.8129,168642.3641,9173
B,10903,276226.7196,168579.9935,8689
B,10904,30870.1007,168517.623,6229
B,10905,342939.2767,168239.1831,16680
B,10906,51033.32541,167837.1159,19204
B,10907,337237.7184,166909.3543,27068
B,10908,270761.5606,166260.0325,2902
B,10909,373505.9887,165609.5969,3647
B,10910,273655.1825,165609.5969,2893
B,10911,328360.3961,165485.9696,34552
B,10912,343356.7111,165052.7171,37911
B,10913,29476.88595,164372.2101,16192
B,10914,332763.6868,163784.145,2140
B,10915,302498.8376,162948.8254,2811
B,10916,302005.217,162795.1266,3225
B,10917,301734.4261,162577.9435,23677
B,10918,301561.2939,162330.6889,10496
B,10919,287345.883,161030.9315,966
B,10920,344929.0185,160040.7993,1721
B,10921,340629.8271,159732.2879,3277
B,10922,130131.0966,158772.2272,24423
B,10923,161402.6268,157318.771,13165
B,10924,328508.2941,157226.329,18902
B,10925,345444.5222,157132.7732,21071
B,10926,335271.323,155679.317,2062
B,10927,95820.096,155307.3213,7455
B,10928,325826.3275,154843.9974,7447
B,10929,338393.3153,154565.5575,8444
B,10930,338393.3153,154565.5575,2167
B,10931,256281.4403,153451.798,836
B,10932,256306.4079,153358.2422,1851
B,10933,322528.7424,152461.6657,6447
B,10934,333648.9064,152183.2259,4971
B,10935,81291.45031,151966.0427,13269
B,10936,287790.4051,151873.6007,6124
B,10937,78216.7743,149398.8271,1623
B,10938,273383.6612,146706.8703,288
B,10939,146016.3956,146057.5485,18390
B,10940,76553.38763,145159.8583,24375
B,10941,267100.2063,144510.5365,593
B,10942,145866.778,144293.3534,33549
B,10943,29020.9484,143551.5896,654
B,10944,271627.9503,143520.4043,6451
B,10945,325359.4829,142622.7141,7780
B,10946,28741.90423,142314.2027,18453
B,10947,264105.8681,142159.3902,3213
B,10948,272567.2744,141726.1377,7222
B,10949,271825.616,141663.7672,2075
B,10950,272319.764,141571.3251,6226
B,10951,271874.5867,141540.1399,21376
B,10952,261184.6493,141508.9546,8053
B,10953,273037.35,141447.6978,30179
B,10954,270465.0305,141045.6306,1118
B,10955,271058.9728,140952.0748,7714
B,10956,268312.487,140704.8202,13056
B,10957,261581.2629,139808.2438,1942
B,10958,212322.2858,137363.5417,14167
B,10959,214162.3455,136559.4073,8727
B,10960,214013.7202,136280.9674,8016
B,10961,129404.3828,136218.5969,4628
B,10962,324227.2772,135631.6456,27640
B,10963,319082.1059,134857.5827,2180
B,10964,243492.8385,134672.6987,630
B,10965,273210.0619,134022.2631,5178
B,10966,26563.08243,133002.0594,4213
B,10967,324940.4568,132227.9965,60980
B,10968,325014.8728,131763.5588,16460
B,10969,321199.496,129443.5977,13439
B,10970,82022.556,128608.2781,17326
B,10971,188838.2883,127896.5857,9654
B,10972,248153.9793,125886.2498,5044
B,10973,249220.3392,125731.4372,3753
B,10974,248079.91,125545.4394,9952
B,10975,248377.0761,125484.1826,25092
B,10976,247757.7474,125452.9973,16119
B,10977,249294.4003,125081.0016,8386
B,10978,309869.3304,124988.5596,21479
B,10979,248203.9534,124864.9323,35373
B,10980,310042.3266,124308.0525,10168
B,10981,196016.0301,124184.4252,7374
B,10982,283838.8347,123380.2909,21018
B,10983,33300.46197,122978.2237,6685
B,10984,33579.37744,122761.0406,1375
B,10985,282282.3407,122327.7881,21679
B,10986,282331.2626,122111.7188,9181
B,10987,183402.2959,120625.9636,5887
B,10988,26917.89197,120193.8249,9621
B,10989,194048.0334,119853.0145,5243
B,10990,171147.0442,118460.815,1739
B,10991,185547.4106,118274.8172,4050
B,10992,280083.2888,118058.7479,21526
B,10993,140056.125,115088.3512,6483
B,10994,264402.5784,113356.4552,5207
B,10995,178686.673,112954.388,1135
B,10996,122781.2063,111685.8159,29523
B,10997,223758.4744,111221.3782,5088
B,10998,223534.848,110819.311,839
B,10999,120573.1179,110695.6837,7957
B,11000,70955.00432,110572.0564,9601
B,11001,62930.95606,109891.5493,2326
B,11002,183127.502,109797.9935,14793
B,11003,69946.10799,109797.9935,4966
B,11004,264452.4748,108746.6045,33408
B,11005,212396.6109,107942.4701,9342
B,11006,278081.3243,107199.5925,22561
B,11007,154700.3539,106240.6456,5960
B,11008,154550.8641,106240.6456,25294
B,11009,57981.40165,106240.6456,5068
B,11010,78191.36732,104631.2631,10
B,11011,303361.7303,102558.5566,34294
B,11012,261308.537,98784.02558,16934
B,11013,180034.2154,97175.75683,6514
B,11014,273358.7343,95999.62677,3300
B,11015,173918.5421,95721.18689,7025
B,11016,226366.496,94546.17059,4281
B,11017,296553.4367,92411.09359,10874
B,11018,101076.8727,89843.87789,3094
B,11019,100976.3814,89750.32209,5489
B,11020,280280.7953,88883.81718,14019
B,11021,287741.5086,88512.93526,2382
B,11022,292703.7901,87924.87024,37251
B,11023,88319.10083,87491.61778,3162
B,11024,292506.5167,87213.1779,24184
B,11025,261432.4232,85542.53862,9941
B,11026,207744.4419,85264.09874,2946
B,11027,207719.3572,85264.09874,6726
B,11028,272913.6011,84985.65886,6760
B,11029,152274.0248,83377.39011,1009
B,11030,267075.2645,82356.07263,1719
B,11031,86455.21402,81026.24376,4287
B,11032,141283.4462,80840.24592,4582
B,11033,157226.94,79665.22962,687
B,11034,245922.7475,77344.15478,6070
B,11035,245997.7246,77220.52747,37736
B,11036,245947.7399,76571.20567,4068
B,11037,153224.2709,76478.76363,775
B,11038,80435.09973,76354.02256,2558
B,11039,245080.11,76261.58052,23993
B,11040,242798.2194,76200.32375,13892
B,11041,245774.5768,76169.13848,14559
B,11042,257470.9028,75735.88603,15140
B,11043,169598.7055,75612.25872,17830
B,11044,174268.1846,73755.6216,3484
B,11045,113442.3186,73694.36482,6932
B,11046,174343.6843,73445.99645,25162
B,11047,184923.4072,73291.18388,14565
B,11048,174592.6495,73229.9271,4169
B,11049,74460.37557,70353.08626,1528
B,11050,116581.2509,69362.95404,20507
B,11051,175166.9539,69053.3289,4893
B,11052,73754.1346,68651.26171,9279
B,11053,103642.2311,68527.6344,9293
B,11054,127171.555,68186.82399,20525
B,11055,101605.5676,67443.94639,22482
B,11056,122429.7876,66423.74267,21854
B,11057,137726.4213,63917.78374,12285
B,11058,166850.3209,62184.77392,4606
B,11059,158976.9943,62092.33188,5185
B,11060,193898.2206,60700.13248,5076
B,11061,130256.5736,59864.81284,4864
B,11062,85674.56299,58688.68279,9372
B,11063,28615.14628,57823.29164,9475
B,11064,156526.474,56956.78673,2934
B,11065,115903.2809,54666.89715,1793
B,11066,58082.32625,54110.01739,7436
B,11067,126695.6724,53955.20482,5427
B,11068,117109.1319,53119.88518,33767
B,11069,114773.2295,52872.63056,41792
B,11070,119368.5846,50707.48205,10285
B,11071,109447.626,50026.97498,4522
B,11072,114246.1303,49098.09954,33477
B,11073,147242.9963,48974.47223,3877
B,11074,55051.41395,47860.71271,3967
B,11075,55253.32163,47551.08757,7796
B,11076,79527.86868,47211.39091,7757
B,11077,127147.1745,46870.5805,6919
B,11078,119744.5084,46654.51115,2519
B,11079,119368.5846,46190.07343,39505
B,11080,118464.8642,46158.88816,9821
B,11081,120447.5206,45633.19367,1609
B,11082,116631.8708,45138.68444,12430
B,11083,124864.1729,44581.80468,20822
B,11084,33300.46197,44272.17953,7301
B,11085,116179.8981,44209.809,4139
B,11086,116807.2307,43931.36912,16410
B,11087,116657.1807,43838.92708,14247
B,11088,114999.2499,43374.48936,2394
B,11089,146241.7191,43313.23258,4379
B,11090,115150.2287,43282.04732,14370
B,11091,107537.8978,42972.42217,45101
B,11092,116606.5609,42725.16756,3230
B,11093,110352.1552,42693.98229,13001
B,11094,116405.887,42570.35498,2281
B,11095,152274.0248,42477.91294,7286
B,11096,111432.9611,42415.54241,9559
B,11097,150521.9165,42230.65833,757
B,11098,150521.9165,42075.84576,8464
B,11099,107940.4997,41642.5933,9636
B,11100,109573.3604,41580.22277,332
B,11101,116405.887,41518.96599,3579
B,11102,110025.6295,41518.96599,19547
B,11103,113141.2118,41456.59546,11034
B,11104,126419.3431,40776.08839,703
B,11105,125064.6786,39538.70156,8344
B,11106,91264.71268,39105.44911,28938
B,11107,143337.3666,39074.26384,823
B,11108,124111.7891,39043.07858,18509
B,11109,144464.2314,38517.38408,5032
B,11110,126770.6231,38301.31474,3096
B,11111,32591.28851,38022.87486,31378
B,11112,143688.0603,37960.50432,16115
B,11113,133189.9446,37899.24755,2614
B,11114,125541.5412,37836.87702,5345
B,11115,126645.1029,37713.24971,10780
B,11116,100045.6567,37713.24971,3559
B,11117,142611.5994,37589.6224,1907
B,11118,23370.13491,37434.80983,4714
B,11119,124613.0834,37403.62456,29021
B,11120,100196.8601,37342.36779,11226
B,11121,142686.4324,37248.81199,4227
B,11122,148870.4245,37093.99941,2293
B,11123,26487.37592,37093.99941,33209
B,11124,123458.7144,37063.92791,2249
B,11125,21266.78635,36754.30276,12298
B,11126,142059.8013,36630.67545,7260
B,11127,31984.16643,36568.30492,4217
B,11128,94385.21042,36383.42084,4383
B,11129,125190.2185,36228.60827,15078
B,11130,124512.8266,36104.98096,7220
B,11131,124538.1167,36073.79569,10525
B,11132,143437.4372,36042.61043,7707
B,11133,124663.6631,35950.16839,4811
B,11134,126218.8642,35701.80001,29044
B,11135,148094.5901,35485.73066,39362
B,11136,30767.98692,35330.91809,13286
B,11137,172995.3922,35176.10552,6800
B,11138,125064.6786,35021.29294,3551
B,11139,119468.8925,34928.8509,2833
B,11140,125115.256,34836.40886,4607
B,11141,123835.3892,34836.40886,8393
B,11142,145065.4753,34681.59629,27027
B,11143,129930.6913,34619.22576,18810
B,11144,125315.7568,34434.34168,6621
B,11145,125692.3624,33815.09138,7910
B,11146,125918.1384,33752.72085,4780
B,11147,121602.2339,33320.58215,7391
B,11148,143162.4659,32793.7739,375
B,11149,138477.7935,32670.14659,5770
B,11150,34211.92128,32082.08157,17411
B,11151,134994.6735,31773.57018,12633
B,11152,128601.7773,31649.94287,16421
B,11153,132789.2511,31618.7576,4410
B,11154,124838.8836,31495.1303,251
B,11155,36844.65546,31030.69258,1015
B,11156,36920.28268,30752.2527,20404
B,11157,129479.3135,30597.44012,6617
B,11158,35629.98494,30381.37078,15737
B,11159,35883.31938,30319.00024,1085
B,11160,142410.5392,29607.30791,25155
B,11161,137701.1642,29391.23856,5338
B,11162,144389.4115,29205.24072,3758
B,11163,141684.7057,27967.85389,6525
B,11164,146617.5476,27442.1594,2655
B,11165,133791.8574,25338.26766,10050
B,11166,142986.6607,24750.20263,15988
B,11167,150647.1415,24255.6934,2556
B,11168,143662.818,23883.69772,1749
B,11169,140381.6817,23234.37592,3925
B,11170,147068.1629,22677.49616,41187
B,11171,137751.6784,22120.6164,25522
B,11172,166701.0091,21996.98909,29862
B,11173,143362.6097,17820.39089,41619
C,1,699598.2302,1147915.424,7067
C,2,702429.4371,1143954.895,10613
C,3,703524.0462,1142129.443,2863
C,4,708875.7266,1129166.396,5689
C,5,680281.6749,1122205.399,1818
C,6,714011.0713,1118802.864,322
C,7,667855.9722,1118369.611,5570
C,8,814185.8574,1115585.212,1051
C,9,660886.0823,1115089.589,1372
C,10,658617.4592,1112553.559,3924
C,11,808738.9115,1112120.306,1150
C,12,820124.919,1106736.393,3222
C,13,803596.1735,1102590.98,1359
C,14,822079.94,1101384.778,14649
C,15,804162.6938,1101012.783,5933
C,16,684094.6726,1100765.528,2227
C,17,803856.0796,1099528.141,4625
C,18,823211.2507,1098971.262,520
C,19,824082.1365,1097547.877,4477
C,20,806191.5898,1097269.437,585
C,21,804233.1885,1096836.185,4281
C,22,641720.877,1096806.113,10990
C,23,807819.3894,1096527.673,32753
C,24,751152.4895,1096000.865,2456
C,25,802794.3368,1092690.772,358
C,26,801355.316,1092227.448,7378
C,27,786361.2387,1091794.195,818
C,28,789172.0661,1091329.757,1420
C,29,800458.1784,1091267.387,17780
C,30,792667.4736,1091113.688,8838
C,31,783785.4237,1089968.743,2134
C,32,805554.6767,1089627.933,7533
C,33,827897.3669,1088823.799,12753
C,34,796445.7404,1088668.986,2140
C,35,798334.0106,1088514.173,5128
C,36,644374.9844,1087276.787,39085
C,37,644399.0864,1083347.443,6378
C,38,824907.1741,1070477.952,4803
C,39,823423.2539,1069209.38,3152
C,40,799254.2454,1062434.38,11163
C,41,676443.4053,1061969.943,6783
C,42,670027.4688,1058938.289,856
C,43,817556.2027,1058195.412,2187
C,44,676562.7263,1055720.638,17511
C,45,679686.1043,1055658.268,786
C,46,691694.6791,1052316.989,5634
C,47,777639.7139,1045294.735,6560
C,48,670122.8062,1042757.591,2149
C,49,674273.0953,1040932.139,11187
C,50,751745.347,1037404.863,843
C,51,664299.7929,1036167.476,3680
C,52,664634.0631,1035518.154,3016
C,53,669049.1425,1034868.832,2414
C,54,642318.3838,1033506.704,15592
C,55,746934.2541,1031867.25,660
C,56,667402.381,1030753.491,1038
C,57,783123.5178,1028371.159,16895
C,58,642246.9257,1027041.33,8034
C,59,642964.0699,1023359.241,8945
C,60,688097.6786,1020172.775,593
C,61,738729.8798,1019276.199,2477
C,62,740365.9099,1019121.386,7438
C,63,596887.1605,1017790.444,2743
C,64,795289.0094,1014603.978,13241
C,65,595613.9292,1014078.283,43956
C,66,675060.3941,1013831.029,17014
C,67,592300.099,1013490.218,3494
C,68,751816.1467,1012840.896,3628
C,69,734506.4213,1011541.139,3256
C,70,743567.3063,1004270.517,7052
C,71,655178.0092,1002291.366,24159
C,72,662986.6807,999506.9674,19719
C,73,667903.2202,998856.5319,741
C,74,660718.4651,998671.6478,25585
C,75,782036.1445,997464.3325,1162
C,76,751413.521,996474.2003,302
C,77,630067.6563,994556.3064,30977
C,78,787944.0567,986822.3602,3145
C,79,641840.553,985615.0449,5139
C,80,630139.1894,985491.4176,19828
